review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"Good as Wright and Sinise are in their roles as Forrest's near-suicidal soulmates, the movie always comes back to Hanks, and director Robert Zemeckis helps him to achieve some of his finest emotional moments.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"The movie's technical tricks are great fun, as is its musical soundtrack, which captures the essences of the eras it traverses. But when you come right down to it, it's the oddly magnetic personality of Forrest himself that is the biggest draw.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"This tall tale may reach monumental proportions, but Forrest Gump always keeps its magical airiness and grace.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"Credit for the success of the film has to start with director Robert Zemeckis, who has taken his Back to the Future and Who Framed Roger Rabbit success and parlayed it into a more mature, yet equally entertaining, film.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"Warm, wise, and wearisome as hell.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"All this might have seemed like pressing optimism a bit without the bland but still potent presence of Tom Hanks at its centre, clearly on his way to another Oscar nomination.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"For all its ambition, the movie ends up using great historical events in the service of a dubious sentimentality.",Forrest Gump,1994,Forrest Gump - Movie Reviews,"Comedy , Drama",1994,2013,"Forrest Gump may be an overly sentimental film with a somewhat problematic message, but its sweetness and charm are usually enough to approximate true depth and grace.","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright)."
"Goldfinger allows nothing to impede its sense of humour: it converts Bond into a human equivalent of the cat in the Tom and Jerry cartoons, with the same ghastly resilience and the same capacity for absorbing punishment.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
It's phenomenal!,Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"Ours not to reason why with ""Goldfinger""; ours but to gape and admire; which is very easy and enjoyable until the story's iceberg of extravagance finally appears in its true proportions.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"A bit much? Yes, but it's meant to be. Like Doctor No and From Russia with Love, the two previous Bond bombshells, this picture is a thriller exuberantly travestied.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
Perfection.,Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
There's not the least sign of staleness in this third sample of the Bond 007 formula.,Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
This 1964 entry is the most enjoyable of the James Bond thrillers starring Sean Connery -- perhaps because it's the most comic and cartoony in look as well as conception.,Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"It has Shirley Bassey's operatic theme, the Aston Martin and Shirley Eaton, killed with that magnificently macabre gold paint.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"Presented here in a newly restored digital print, it should look especially swish on the big screen.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
,Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"Q brings out the Aston Martin for the first time, and Shirley Bassey shatters the speakers with the consummate Bond song.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"... what they give us in Goldfinger is an excess of-science-fiction fun, a mess of mechanical melodrama and a minimum of bedroom farce.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"Mixed in with some tough action and the introduction of such memorable gadgets as Bond's Aston Martin car, there's never a dull moment and the film flies by.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"If it is not a great film, it is a great entertainment, and contains all the elements of the Bond formula that would work again and again.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"Although more gimmicky than From Russia with Love, this film is equally as entertaining.",Goldfinger,1964,Goldfinger - Movie Reviews,Action,1964,2016,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
Nobody explains why Maan Gaye Mughal-e-Azam was made: that mystery remains unravelled.,Mughal-e-Azam,1960,Maan Gaye Mughal-E-Azam - Movie Reviews,"Comedy , Crime , Drama",In Theaters:,2020,"Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred."") and a wide range of gadgets that would become the series' trademark.","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
"The technical wizardry, the special effects, the ear-buzzing sound, the mind-numbing action and those magnificent light-sabres are all there.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"The special effects, of course, are incomparably good and the digital photography achieves a dazzling clarity.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"It soon becomes obvious that there is no avoiding the burden of predictability: there is nothing, essentially, in the film's story that we don't know already.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Say what you want about Lucas' one-take directing style, his over-reliance on blue screens or his cheesy tendency to reference himself, but his imagination is as fertile as ever.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"The pity is that Lucas and his team couldn't have just manufactured the toys and the ""Making Of"" coffee table books and given the films a miss.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
I think it is visually exciting. I think there are wonderful things in it but I just missed that innocence of the early films.,Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
[A] dramatically cogent and highly satisfying finale to the Star Wars saga.,Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Episode III mainly is what it is -- the climax of a sometimes grand adventure that's more than the sum of its parts, yet much less than it might have been.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"A grave and vigorous popular entertainment, a picture that regains and sustains the filmic Force [Lucas] dreamed up a long time ago, in a movie industry that seems far, far away.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"The best-looking Star Wars episode of all, if not the most exciting, most imaginative or most affecting.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Lucas is a brilliant technician but a poor philosopher, and his lurchingly thought-out rendering of futuristic politics prevents the entire series from achieving the greatness to which it aspires.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
".. even though Revenge is a better experience than Phantom Menace or Attack of the Clones, it doesn't add anything that satisfying or compelling to the big picture.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"The final third of this dark, brooding epic is utterly mesmerizing, building magnificently to a coda setting up all the events in the original trilogy with an as-to-now (at least in the prequels) unforeseen brilliance",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"McGregor, Portman, and Christensen have all been brilliant elsewhere but the bonds between their characters are all in the dialogue, never between the lines. (And the less said about the lines themselves, the better.)",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Although the stiff theatrics are part of the design, they're no longer excusable.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Veering from moments of breathtakingly visualized valor to outright stupidity, Sith is a vast improvement over the previous two outings, but still and all, it's no Star Wars.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"Not far into the first third of the movie, I didn't think I was going to make it all the way through the percussive nonstop action.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
"It's a stronger movie than the two previous installments but, as Yoda would say: an out-and-out triumph it is not.",Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
Nominally better than its immediate predecessors thanks to a pervasive atmosphere of catastrophic doom.,Star Wars: Episode III – Revenge of the Sith,2005,Star Wars: Episode III -- Revenge of the Sith - Movie Reviews,"Action , Fantasy , Adventure , Sci-Fi",2005,2015,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side."
